Records;h_mean;Temperature;wind_speed;tau_x
1950-01-16 04:35:00;-1.8169404795385395;29.80109835423789;-0.0025435063026496;-0.002312921084507
1950-02-15 13:45:00;-1.7531303840049506;29.367996426856408;-0.0030520983975981;-0.0022549337127848
1950-03-17 22:55:00;-1.6893202884713616;28.970305474352;-0.0028420616205022;-0.0013125449776658
1950-04-17 08:05:00;-1.6255101929377729;28.45326481120794;-0.0054461400632931;-0.0022347698698182
1950-05-17 17:06:40;-1.561700097404184;27.78512434365372;-0.0071297721816661;-0.0016436393555263
1950-06-17 02:33:20;-1.497890001870595;27.147743911592567;-0.0090241714988749;-0.0018209800158043
1950-07-17 11:43:20;1.881836388914199;26.49952516103239;-0.0107556369923762;-0.002312921084507
1950-08-16 20:53:20;6.656213525887127;26.080866151581716;-0.0107233870780545;-0.0017659051101336
1950-09-16 06:03:20;11.97862048172663;25.940413735515104;-0.0117212133789562;-0.0024638200624419
1950-10-16 15:13:20;15.289148675726194;25.97442958453804;-0.0118013691919292;-0.0019824082257086
1950-11-16 00:23:20;16.19933300473823;26.123196878803142;-0.0128717075422778;-0.0020696730930424
1950-12-16 09:33:20;16.08948278400059;26.278828677878558;-0.0139497941449991;-0.0017702671515176
1951-01-15 18:26:40;17.223402047626074;26.3091153003488;-0.0159882490864172;-0.0020500643981175
1951-02-15 03:53:20;21.70419235326345;26.150304447913022;-0.0182837484498419;-0.0020633741874097
1951-03-17 12:46:40;28.251315597818888;25.967223821526808;-0.0203909384398876;-0.0021291052281324
1951-04-16 21:56:40;34.63845332064734;25.823922664933043;-0.0216006287626009;-0.0019799405561295
1951-05-17 07:06:40;40.40261560430869;25.71749929419952;-0.0220103971504151;-0.0021204723087214
1951-06-16 16:16:40;43.45656011193128;25.74280439015193;-0.0201176284381463;-0.0016819526761301
1951-07-17 01:26:40;42.57895423010565;25.857312705444325;-0.0184134774639729;-0.0023652152090638
1951-08-16 10:36:40;40.57473490360625;26.02886357244729;-0.0160624052909909;-0.002475794342092
1951-09-15 19:46:40;39.45298176517361;26.438149723828477;-0.0132417071253702;-0.0019774620619106
1951-10-16 04:56:40;38.90041821310108;27.07649376504917;-0.0119852541573228;-0.0024086629453409
1951-11-15 14:06:40;40.56864408493309;27.811605722921843;-0.011014985465587;-0.002609283989191
1951-12-15 23:16:40;45.08648317127352;28.49932716129006;-0.0097516678714913;-0.0024108117674164
1952-01-15 08:26:40;49.090705516579554;29.013046371949414;-0.0083125740057472;-0.0020269951285504
1952-02-14 17:36:40;50.200912319500965;29.33811522269791;-0.0071065253514616;-0.0018709527556113
1952-03-16 02:46:40;50.63812392872388;29.52544046072071;-0.0063048223964185;-0.0020106786930789
1952-04-15 11:56:40;51.32488263844218;29.61915973142348;-0.0059190848265482;-0.0023116625207665
1952-05-15 21:06:40;49.71480770750995;29.64873762276985;-0.0052482543608062;-0.0021343009635935
1952-06-15 06:16:40;45.14578243575965;29.639310607249925;-0.0044719378834734;-0.0018088001912318
1952-07-15 15:26:40;40.32348975986512;29.57103700107325;-0.0048377526674904;-0.0024061670115402
1952-08-15 00:36:40;39.411175799483175;29.45441506670674;-0.0052290941264208;-0.0027225968096704
1952-09-14 09:46:40;41.20932469160112;29.413287602469776;-0.0040045185878758;-0.0016198650177214
1952-10-14 18:56:40;39.79791223148892;29.44563150455504;-0.0044445660405216;-0.0023170080986588
1952-11-14 04:06:40;36.53051212864549;29.457475118773456;-0.0048191171492194;-0.0026902917931359
1952-12-14 13:16:40;35.63552094579328;29.465933643499124;-0.0043790337066684;-0.0021204723087214
1953-01-13 22:26:40;35.100782046160845;29.48388412936206;-0.00422134624857;-0.0018742011937976
1953-02-13 07:36:40;32.50099741383892;29.474999790917074;-0.0045133082004282;-0.002013296230877
1953-03-15 16:13:20;29.30844806685023;29.382071183448737;-0.0056602179378959;-0.0025644579614147
1953-04-15 02:46:40;28.9436649153508;29.191757657907427;-0.0065742169212497;-0.0022479332060628
1953-05-15 10:33:20;30.69470499696335;28.94030141281416;-0.0077902850939266;-0.0021438076464813
1953-06-14 21:06:40;32.17020301423938;28.612908812133064;-0.0089237974310328;-0.0020106786930789
1953-07-15 04:53:20;34.13205079536942;28.25730688566365;-0.0097137937213678;-0.0020365510829183
1953-08-14 15:26:40;36.37558858901152;27.92789119708204;-0.0102859544179733;-0.002344930504198
1953-09-13 23:13:20;37.41452237918055;27.73093116147743;-0.0097156606701766;-0.0018296178289228
1953-10-14 09:46:40;36.0414030573945;27.68905426260865;-0.0099639611909842;-0.0021742337551954
1953-11-13 17:33:20;34.176981895788465;27.688099032813717;-0.0100682500961206;-0.0017888659036994
1953-12-14 04:06:40;33.71546685144942;27.745633041315003;-0.010759240444154;-0.0016363070255375
1954-01-13 11:53:20;33.653727240197874;27.81761167627827;-0.0120234590604274;-0.0020031567259543
1954-02-12 22:26:40;35.72953564790713;27.777707196399767;-0.0132508980847862;-0.0019602530933761
1954-03-15 06:13:20;40.78791055132525;27.59432722994621;-0.0153260518030244;-0.0021937225141444
1954-04-14 16:46:40;44.740173162636985;27.358866862507952;-0.0166294068782527;-0.0020315040399706
1954-05-15 00:33:20;45.8077241911956;27.05197649925008;-0.0174608276934136;-0.0021291052281324
1954-06-14 11:06:40;47.57816406117546;26.684302712283305;-0.0175182767795497;-0.0020633741874097
1954-07-14 18:53:20;50.80686414478517;26.48444058268968;-0.016195254100125;-0.0017846761139375
1954-08-14 05:26:40;50.97540508411163;26.550362979949263;-0.0143583426162757;-0.0018654744987917
